Name,Lev,Tm,VH,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS
Curt Casali,MLB-AL,Tampa Bay,1,Los Angeles,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nicholas Castellanos,MLB-AL,Detroit,0,Texas,1,5,4,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0
Welington Castillo,MLB-NL,Arizona,1,Atlanta,1,5,4,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Daniel Castro,MLB-NL,Atlanta,0,Arizona,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jason Castro,MLB-AL,Houston,0,Seattle,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Starlin Castro,MLB-AL,New York,0,Boston,1,4,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Juan Centeno,MLB-AL,Minnesota,1,Chicago,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisco Cervelli,MLB-NL,Pittsburgh,1,St. Louis,1,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Yoenis Cespedes,MLB-NL,New York,1,San Diego,1,5,3,1,1,0,0,1,2,2,1,0,0,0,0,1,0,0
Lonnie Chisenhall,MLB-AL,Cleveland,0,Kansas City,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Coghlan,MLB-AL,Oakland,1,Baltimore,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Bartolo Colon,MLB-NL,New York,1,San Diego,1,3,3,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0
Christian Colon,MLB-AL,Kansas City,1,Cleveland,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Conforto,MLB-NL,New York,1,San Diego,1,5,4,1,1,0,0,1,1,1,0,2,0,0,0,0,0,0
Hank Conger,MLB-AL,Tampa Bay,1,Los Angeles,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Correa,MLB-AL,Houston,0,Seattle,1,5,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Zack Cozart,MLB-NL,Cincinnati,0,Milwaukee,1,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Brandon Crawford,MLB-NL,San Francisco,0,Colorado,1,5,5,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Carl Crawford,MLB-NL,Los Angeles,1,Toronto,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Coco Crisp,MLB-AL,Oakland,1,Baltimore,1,5,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Cron,MLB-AL,Los Angeles,0,Tampa Bay,1,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Cruz,MLB-AL,Seattle,1,Houston,1,5,5,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0
Johnny Cueto,MLB-NL,San Francisco,0,Colorado,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cheslor Cuthbert,MLB-AL,Kansas City,1,Cleveland,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Chase d'Arnaud,MLB-NL,Atlanta,0,Arizona,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Davis,MLB-AL,Baltimore,0,Oakland,2,8,7,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0
Khris Davis,MLB-AL,Oakland,1,Baltimore,2,9,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Rajai Davis,MLB-AL,Cleveland,0,Kansas City,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
Alejandro De Aza,MLB-NL,New York,1,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delino DeShields,MLB-AL,Texas,1,Detroit,1,4,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
Ian Desmond,MLB-AL,Texas,1,Detroit,1,4,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Aledmys Diaz,MLB-NL,St. Louis,0,Pittsburgh,1,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Alex Dickerson,MLB-NL,San Diego,0,New York,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Dickerson,MLB-AL,Tampa Bay,1,Los Angeles,1,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Derek Dietrich,MLB-NL,Miami,0,Philadelphia,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Josh Donaldson,MLB-AL,Toronto,0,Los Angeles,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Stephen Drew,MLB-NL,Washington,1,Chicago,1,4,4,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0
Brandon Drury,MLB-NL,Arizona,1,Atlanta,1,5,5,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Lucas Duda,MLB-NL,New York,1,San Diego,1,5,5,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0
Matt Duffy,MLB-NL,San Francisco,0,Colorado,1,6,5,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
Adam Duvall,MLB-NL,Cincinnati,0,Milwaukee,1,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Jarrod Dyson,MLB-AL,Kansas City,1,Cleveland,1,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Adam Eaton,MLB-AL,Chicago,0,Minnesota,1,5,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
A.J. Ellis,MLB-NL,Los Angeles,1,Toronto,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Encarnacion,MLB-AL,Toronto,0,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Alcides Escobar,MLB-AL,Kansas City,1,Cleveland,1,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunel Escobar,MLB-AL,Los Angeles,0,Tampa Bay,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Danny Espinosa,MLB-NL,Washington,1,Chicago,1,5,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Tim Federowicz,MLB-NL,Chicago,0,Washington,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Prince Fielder,MLB-AL,Texas,1,Detroit,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Brandon Finnegan,MLB-NL,Cincinnati,0,Milwaukee,1,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Ryan Flaherty,MLB-AL,Baltimore,0,Oakland,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Ramon Flores,MLB-NL,Milwaukee,1,Cincinnati,1,5,4,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0
Logan Forsythe,MLB-AL,Tampa Bay,1,Los Angeles,1,5,5,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0
Dexter Fowler,MLB-NL,Chicago,0,Washington,1,5,4,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0
Maikel Franco,MLB-NL,Philadelphia,1,Miami,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Todd Frazier,MLB-AL,Chicago,0,Minnesota,1,5,5,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0
Freddie Freeman,MLB-NL,Atlanta,0,Arizona,1,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
David Freese,MLB-NL,Pittsburgh,1,St. Louis,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddy Galvis,MLB-NL,Philadelphia,1,Miami,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Avisail Garcia,MLB-AL,Chicago,0,Minnesota,1,4,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
Brett Gardner,MLB-AL,New York,0,Boston,1,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Johnny Giavotella,MLB-AL,Los Angeles,0,Tampa Bay,1,4,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Conor Gillaspie,MLB-NL,San Francisco,0,Colorado,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paul Goldschmidt,MLB-NL,Arizona,1,Atlanta,1,5,2,0,0,0,0,0,0,3,0,2,0,0,0,0,1,1
Yan Gomes,MLB-AL,Cleveland,0,Kansas City,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Carlos Gomez,MLB-AL,Houston,0,Seattle,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Adrian Gonzalez,MLB-NL,Los Angeles,1,Toronto,1,4,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Carlos Gonzalez,MLB-NL,Colorado,1,San Francisco,1,6,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Gio Gonzalez,MLB-NL,Washington,1,Chicago,1,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Marwin Gonzalez,MLB-AL,Houston,0,Seattle,1,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Alex Gordon,MLB-AL,Kansas City,1,Cleveland,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
Anthony Gose,MLB-AL,Detroit,0,Texas,1,5,4,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0
Phil Gosselin,MLB-NL,Arizona,1,Atlanta,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Granderson,MLB-NL,New York,1,San Diego,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jon Gray,MLB-NL,Colorado,1,San Francisco,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Didi Gregorius,MLB-AL,New York,0,Boston,1,4,3,1,2,1,0,0,3,0,0,0,0,1,0,0,0,0
Randal Grichuk,MLB-NL,St. Louis,0,Pittsburgh,1,4,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Franklin Gutierrez,MLB-AL,Seattle,1,Houston,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jedd Gyorko,MLB-NL,St. Louis,0,Pittsburgh,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Billy Hamilton,MLB-NL,Cincinnati,0,Milwaukee,1,5,4,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0
Jason Hammel,MLB-NL,Chicago,0,Washington,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bryce Harper,MLB-NL,Washington,1,Chicago,1,4,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0
Josh Harrison,MLB-NL,Pittsburgh,1,St. Louis,1,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Hazelbaker,MLB-NL,St. Louis,0,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase Headley,MLB-AL,New York,0,Boston,1,4,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Adeiny Hechavarria,MLB-NL,Miami,0,Philadelphia,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Hellickson,MLB-NL,Philadelphia,1,Miami,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cesar Hernandez,MLB-NL,Philadelphia,1,Miami,1,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Enrique Hernandez,MLB-NL,Los Angeles,1,Toronto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odubel Herrera,MLB-NL,Philadelphia,1,Miami,1,4,3,2,1,0,0,0,1,1,0,2,0,0,0,0,0,0
Jason Heyward,MLB-NL,Chicago,0,Washington,1,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Aaron Hicks,MLB-AL,New York,0,Boston,1,5,3,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0
Aaron Hill,MLB-NL,Milwaukee,1,Cincinnati,1,5,5,3,3,0,0,3,7,0,0,0,0,0,0,0,0,0
Bryan Holaday,MLB-AL,Texas,1,Detroit,1,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Holliday,MLB-NL,St. Louis,0,Pittsburgh,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brock Holt,MLB-AL,Boston,1,New York,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Eric Hosmer,MLB-AL,Kansas City,1,Cleveland,1,4,4,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0
Ryan Howard,MLB-NL,Philadelphia,1,Miami,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Chris Iannetta,MLB-AL,Seattle,1,Houston,1,4,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Jose Iglesias,MLB-AL,Detroit,0,Texas,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Ender Inciarte,MLB-NL,Atlanta,0,Arizona,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Austin Jackson,MLB-AL,Chicago,0,Minnesota,1,5,3,2,1,1,0,0,1,2,0,2,0,0,0,0,0,0
Paul Janish,MLB-AL,Baltimore,0,Oakland,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Jaso,MLB-NL,Pittsburgh,1,St. Louis,1,5,4,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0
Jon Jay,MLB-NL,San Diego,0,New York,1,4,4,1,1,0,0,1,3,0,0,1,0,0,0,0,0,0
Desmond Jennings,MLB-AL,Tampa Bay,1,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chris Johnson,MLB-NL,Miami,0,Philadelphia,1,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Kelly Johnson,MLB-NL,Atlanta,0,Arizona,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adam Jones,MLB-AL,Baltimore,0,Oakland,2,8,8,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0
Caleb Joseph,MLB-AL,Baltimore,0,Oakland,1,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Matthew Joyce,MLB-NL,Pittsburgh,1,St. Louis,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Kalish,MLB-NL,Chicago,0,Washington,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Jung Ho Kang,MLB-NL,Pittsburgh,1,St. Louis,1,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Matt Kemp,MLB-NL,San Diego,0,New York,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Howie Kendrick,MLB-NL,Los Angeles,1,Toronto,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Kevin Kiermaier,MLB-AL,Tampa Bay,1,Los Angeles,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0
Hyun Soo Kim,MLB-AL,Baltimore,0,Oakland,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ian Kinsler,MLB-AL,Detroit,0,Texas,1,5,4,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0
Jason Kipnis,MLB-AL,Cleveland,0,Kansas City,1,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Tom Koehler,MLB-NL,Miami,0,Philadelphia,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tommy La Stella,MLB-NL,Chicago,0,Washington,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Jake Lamb,MLB-NL,Arizona,1,Atlanta,1,5,5,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
Brett Lawrie,MLB-AL,Chicago,0,Minnesota,1,5,5,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0
Dae-ho Lee,MLB-AL,Seattle,1,Houston,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DJ LeMahieu,MLB-NL,Colorado,1,San Francisco,1,5,5,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
Francisco Lindor,MLB-AL,Cleveland,0,Kansas City,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Lobaton,MLB-NL,Washington,1,Chicago,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jeff Locke,MLB-NL,Pittsburgh,1,St. Louis,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Evan Longoria,MLB-AL,Tampa Bay,1,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Lough,MLB-NL,Philadelphia,1,Miami,1,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Jed Lowrie,MLB-AL,Oakland,1,Baltimore,2,9,9,1,3,0,0,0,2,0,0,2,0,0,0,0,0,0
Jonathan Lucroy,MLB-NL,Milwaukee,1,Cincinnati,1,6,6,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Manny Machado,MLB-AL,Baltimore,0,Oakland,2,8,8,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Nick Markakis,MLB-NL,Atlanta,0,Arizona,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketel Marte,MLB-AL,Seattle,1,Houston,1,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Starling Marte,MLB-NL,Pittsburgh,1,St. Louis,1,5,5,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0
Leonys Martin,MLB-AL,Seattle,1,Houston,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
J.D. Martinez,MLB-AL,Detroit,0,Texas,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Victor Martinez,MLB-AL,Detroit,0,Texas,1,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Darin Mastroianni,MLB-AL,Minnesota,1,Chicago,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jeff Mathis,MLB-NL,Miami,0,Philadelphia,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Joe Mauer,MLB-AL,Minnesota,1,Chicago,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Nomar Mazara,MLB-AL,Texas,1,Detroit,1,5,5,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0
Andrew McCutchen,MLB-NL,Pittsburgh,1,St. Louis,1,5,4,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0
Jordy Mercer,MLB-NL,Pittsburgh,1,St. Louis,1,4,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Brad Miller,MLB-AL,Tampa Bay,1,Los Angeles,1,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Shelby Miller,MLB-NL,Arizona,1,Atlanta,1,3,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Yadier Molina,MLB-NL,St. Louis,0,Pittsburgh,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kendrys Morales,MLB-AL,Kansas City,1,Cleveland,1,4,4,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0
Mitch Moreland,MLB-AL,Texas,1,Detroit,1,4,4,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0
Logan Morrison,MLB-AL,Tampa Bay,1,Los Angeles,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Brandon Moss,MLB-NL,St. Louis,0,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Murphy,MLB-NL,Washington,1,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wil Myers,MLB-NL,San Diego,0,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mike Napoli,MLB-AL,Cleveland,0,Kansas City,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Daniel Nava,MLB-AL,Los Angeles,0,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Dioner Navarro,MLB-AL,Chicago,0,Minnesota,1,4,4,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Jimmy Nelson,MLB-NL,Milwaukee,1,Cincinnati,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Kirk Nieuwenhuis,MLB-NL,Milwaukee,1,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derek Norris,MLB-NL,San Diego,0,New York,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Nunez,MLB-AL,Minnesota,1,Chicago,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Rougned Odor,MLB-AL,Texas,1,Detroit,1,5,5,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0
David Ortiz,MLB-AL,Boston,1,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Chris Owings,MLB-NL,Arizona,1,Atlanta,1,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Marcell Ozuna,MLB-NL,Miami,0,Philadelphia,1,4,4,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0
Jordan Pacheco,MLB-NL,Cincinnati,0,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Joe Panik,MLB-NL,San Francisco,0,Colorado,1,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ByungHo Park,MLB-AL,Minnesota,1,Chicago,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gerardo Parra,MLB-NL,Colorado,1,San Francisco,1,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Paulsen,MLB-NL,Colorado,1,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joc Pederson,MLB-NL,Los Angeles,1,Toronto,1,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0
Dustin Pedroia,MLB-AL,Boston,1,New York,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Hunter Pence,MLB-NL,San Francisco,0,Colorado,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
David Peralta,MLB-NL,Arizona,1,Atlanta,1,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Hernan Perez,MLB-NL,Milwaukee,1,Cincinnati,1,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Salvador Perez,MLB-AL,Kansas City,1,Cleveland,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Josh Phegley,MLB-AL,Oakland,1,Baltimore,1,4,4,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0
Brandon Phillips,MLB-NL,Cincinnati,0,Milwaukee,1,5,5,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0
A.J. Pierzynski,MLB-NL,Atlanta,0,Arizona,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kevin Pillar,MLB-AL,Toronto,0,Los Angeles,1,4,4,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0
Stephen Piscotty,MLB-NL,St. Louis,0,Pittsburgh,1,4,3,3,2,1,0,1,1,1,0,0,0,0,0,0,0,0
Kevin Plawecki,MLB-NL,New York,1,San Diego,1,4,3,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0
Trevor Plouffe,MLB-AL,Minnesota,1,Chicago,1,4,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Gregory Polanco,MLB-NL,Pittsburgh,1,St. Louis,1,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Jorge Polanco,MLB-AL,Minnesota,1,Chicago,1,4,3,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0
Buster Posey,MLB-NL,San Francisco,0,Colorado,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Martin Prado,MLB-NL,Miami,0,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Presley,MLB-NL,Milwaukee,1,Cincinnati,1,6,5,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
Yasiel Puig,MLB-NL,Los Angeles,1,Toronto,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Albert Pujols,MLB-AL,Los Angeles,0,Tampa Bay,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryan Raburn,MLB-NL,Colorado,1,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexei Ramirez,MLB-NL,San Diego,0,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hanley Ramirez,MLB-AL,Boston,1,New York,1,4,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Jose Ramirez,MLB-AL,Cleveland,0,Kansas City,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Ramos,MLB-NL,Washington,1,Chicago,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Colby Rasmus,MLB-AL,Houston,0,Seattle,1,5,5,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0
J.T. Realmuto,MLB-NL,Miami,0,Philadelphia,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Reddick,MLB-AL,Oakland,1,Baltimore,2,9,9,0,7,1,0,0,2,0,0,1,0,0,0,1,0,0
Nolan Reimold,MLB-AL,Baltimore,0,Oakland,1,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Anthony Rendon,MLB-NL,Washington,1,Chicago,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Ben Revere,MLB-NL,Washington,1,Chicago,1,5,5,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0
Mark Reynolds,MLB-NL,Colorado,1,San Francisco,1,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Joey Rickard,MLB-AL,Baltimore,0,Oakland,1,5,4,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0
Yadiel Rivera,MLB-NL,Milwaukee,1,Cincinnati,1,5,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Anthony Rizzo,MLB-NL,Chicago,0,Washington,1,5,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Sean Rodriguez,MLB-NL,Pittsburgh,1,St. Louis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Rojas,MLB-NL,Miami,0,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Austin Romine,MLB-AL,New York,0,Boston,1,4,4,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0
Adam Rosales,MLB-NL,San Diego,0,New York,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Ross,MLB-NL,Chicago,0,Washington,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Darin Ruf,MLB-NL,Philadelphia,1,Miami,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Ruiz,MLB-NL,Philadelphia,1,Miami,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addison Russell,MLB-NL,Chicago,0,Washington,1,5,4,1,2,1,0,0,3,1,0,1,0,0,0,0,0,0
